countrycode,type,event_id,period_no,occ_year,occ_month,occ_day,loss,standard_deviation,exposure_value
GH,2_sample_mean,10003756,7308,7308,1,1,140019344.0,,256580288.0
GH,2_sample_mean,9484636,3244,3244,1,1,139980608.0,,547938624.0
GH,2_sample_mean,9121508,399,399,1,1,139913696.0,,480012224.0
GH,2_sample_mean,9723554,5126,5126,1,1,139822256.0,,326965440.0
GH,2_sample_mean,9366211,2323,2323,1,1,139809792.0,,469577216.0
GH,2_sample_mean,9853473,6142,6142,1,1,139775488.0,,302617088.0
GH,2_sample_mean,10008791,7349,7349,1,1,139754624.0,,587415616.0
GH,2_sample_mean,9400846,2597,2597,1,1,139735952.0,,261695488.0
GH,2_sample_mean,10224692,9044,9044,1,1,139600384.0,,475306240.0
GH,2_sample_mean,9463859,3085,3085,1,1,139552880.0,,401442752.0
GH,2_sample_mean,9275925,1612,1612,1,1,139339840.0,,361544192.0
GH,2_sample_mean,10191193,8781,8781,1,1,139304720.0,,306300032.0
GH,2_sample_mean,9773220,5518,5518,1,1,139030992.0,,300775616.0
GH,2_sample_mean,10266615,9375,9375,1,1,138822400.0,,489014976.0
GH,2_sample_mean,9604057,4186,4186,1,1,138817072.0,,349472320.0
GH,2_sample_mean,9566484,3887,3887,1,1,138780976.0,,558370368.0
GH,2_sample_mean,9959262,6966,6966,1,1,138767248.0,,265173824.0
GH,2_sample_mean,9747363,5317,5317,1,1,138763168.0,,314893568.0
GH,2_sample_mean,9579426,3988,3988,1,1,138570736.0,,476329280.0
GH,2_sample_mean,9178457,847,847,1,1,138402720.0,,306095424.0
GH,2_sample_mean,10277572,9460,9460,1,1,138365936.0,,579847488.0
GH,2_sample_mean,9099070,224,224,1,1,138299200.0,,598460992.0
GH,2_sample_mean,9448108,2962,2962,1,1,138198608.0,,471827904.0
GH,2_sample_mean,10246792,9220,9220,1,1,138122864.0,,501700672.0
GH,2_sample_mean,9915771,6631,6631,1,1,137954448.0,,261490880.0
GH,2_sample_mean,10098740,8050,8050,1,1,137936112.0,,554074944.0
GH,2_sample_mean,10198181,8837,8837,1,1,137923088.0,,345993984.0
GH,2_sample_mean,9253905,1439,1439,1,1,137785728.0,,274995008.0
GH,2_sample_mean,9186579,911,911,1,1,137711984.0,,471418688.0
GH,2_sample_mean,9205690,1061,1061,1,1,137689488.0,,606847296.0
GH,2_sample_mean,9911971,6602,6602,1,1,137541712.0,,281542464.0
GH,2_sample_mean,9907680,6568,6568,1,1,137347904.0,,359907328.0
GH,2_sample_mean,9854370,6149,6149,1,1,137237152.0,,547938624.0
GH,2_sample_mean,9411501,2679,2679,1,1,137019728.0,,558984000.0
GH,2_sample_mean,9465871,3101,3101,1,1,136970896.0,,345380160.0
GH,2_sample_mean,10014631,7395,7395,1,1,136897376.0,,312233664.0
GH,2_sample_mean,9252008,1424,1424,1,1,136852336.0,,438476800.0
GH,2_sample_mean,10007256,7336,7336,1,1,136833680.0,,251669696.0
